"recordID","TITLE","JOURNAL","YEAR","KEYWORDS"
8575,"Net ecosystem production: a comprehensive measure of net carbon accumulation by ecosystems","Ecological Applications",2002,"AND, BNZ, carbon cycling"
10062,"Nematodes - Pervading The Earth and Linking All Life",NA,2000,"MCM"
10063,"Nematodes - Pervading The Earth and Linking All Life",NA,2000,"MCM"
6988,"Needed: A unified infrastructure to support long-term scientific research on public lands.","Ecological Applications",2004,"LUQ, SEV"
6989,"Needed: A unified infrastructure to support long-term scientific research on public lands",NA,2004,"KNZ"
6990,"Needed: A unified infrastructure to support long-term scientific research on public lands",NA,2004,"KNZ, SEV"
8573,"Nearly a Forest Paradise: Copper Basin prior to 1800.","National Woodlands",2002,"CWT"
8572,"Nearly a Forest Paradise: Copper Basin Prior to 1800",NA,2002,"CWT"
8571,"N uptake as a function of concentration in streams.",NA,2002,"ARC, CWT, KNZ"
8567,"N uptake as a function of concentration in streams","J.North American Benthological Society",2002,"advective transport, ammonium, ARC, areal uptake, benthos, CWT, KBS, kinetics, KNZ, LUQ, mass transport, nitrate, nitrogen"
8568,"N uptake as a function of concentration in streams",NA,2002,"ARC, KBS, KNZ, LTER Publication"
8569,"N uptake as a function of concentration in streams",NA,2002,"KNZ"
8570,"N uptake as a function of concentration in streams",NA,2002,"ARC, KNZ"
10733,"Multiscale assessment of binary and continuous landcover variables for MODIS validation, mapping, and modeling applications","Remote Sensing of Environment",1999,"AND, landscape pattern"
10734,"Multiscale assessment of binary and continuous landcover variables for MODIS validation, mapping, and modeling applications",NA,1999,"KNZ, SEV"
10735,"Multiscale assessment of binary and continuous landcover variables for MODIS validation, mapping, and modeling applications",NA,1999,"KNZ"
500,"Multiple mechanisms of calcification and differences in resource partitioning may determine the response of calcifying cnidarians to ocean acidification.",NA,2013,"disturbance, MCR, populations"
501,"Multiple mechanisms of calcification and differences in resource partitioning may determine the response of calcifying cnidarians to ocean acidification.",NA,2013,"disturbance, MCR, populations"
3564,"Multi-Scaled Patterning of Plant-Soil-Water Interactions across Tree Islands and Marshes within the Prairie and Slough Landscapes of Everglades National Park",NA,2008,"FCE"
3565,"Multi-Scaled Patterning of Plant-Soil-Water Interactions across Tree Islands and Marshes within the Prairie and Slough Landscapes of Everglades National Park",NA,2008,"FCE"
5272,"Multi-scale factors and long-term responses of Chihuahuan Desert grasses to drought","Landscape Ecology",2006,"JRN, transport processes"
5273,"Multi-scale factors and long-term responses of Chihuahuan Desert grasses to drought",NA,2006,"JRN, transport process"
11441,"Motivation and benefits of complex systems approaches in ecology","Ecosystems",1998,"SEV"
11442,"Motivation and benefits of complex systems approaches in ecology",NA,1998,"complex systems, level of organization, LUQ, renormalization, scaling, universality"
2002,"Mother-offspring isotope fractionation in two species of placentatrophic sharks","Journal of Fish Biology",2010,"elasmobranch, FCE, isotopic variability, maternal influence, maternal provisioning"
2003,"Mother-offspring isotope fractionation in two species of placentatrophic sharks",NA,2010,"elasmobranch, FCE, isotopic variability, maternal influence, maternal provisioning"
3561,"Monitoring Ecosystems: Interdisciplinary Approaches for Evaluating Ecoregional Initiatives",NA,2008,"FCE"
7795,"Monitoring Ecosystems: Interdisciplinary Approaches for Evaluating Ecoregional Initiatives",NA,2003,"FCE"
6973,"Modular ecosystem modeling","Environmental Modeling and Software",2004,"BES, ecosystem, modeling"
7791,"Modular ecosystem modeling",NA,2003,"BES, ecosystem, landscape, modeling"
5254,"MODIS land cover and LAI collection 4 product quality across nine sites in the western hemisphere",NA,2006,"SEV"
5255,"MODIS land cover and LAI collection 4 product quality across nine sites in the western hemisphere","IEEE Transactions in Geosciences and Remote Sensing",2006,"KNZ"
13999,"Modeling vegetation structure-ecosystem process interactions across sites and ecosystems",NA,1993,"forest, grassland, modeling, population-ecosystem interactions, SGS"
14000,"Modeling vegetation structure-ecosystem process interactions across sites and ecosystems","Ecological Modeling",1993,"kobresia myosuroides, modeling, Niwot Ridge, NWT, NWTLTER, saddle, SGS, snow deoposition, soil water, VCR"
5253,"Modeling trophic pathways, nutrient cycling, and dynamic stability in soils",NA,2006,"SGS"
6171,"Modeling trophic pathways, nutrient cycling, and dynamic stability in soils","Pedobiologia",2005,"ARC, SGS"
10045,"Modeling the effects of snowpack on heterotrophic respiration across northern temperate and high latitude regions: Comparison with measurements of atmospheric carbon dioxide in high latitudes",NA,2000,"ARC, HFR, INCOMPLETE/ LTER2, SGS"
10042,"Modeling the effects of snowpack on heterotrophic respiration across northern temperate and high latitude regions: comparison with measurements of atmospheric carbon dioxide in high latitudes","Biogeochemistry",2000,"BNZ, HFR"
10043,"Modeling the effects of snowpack on heterotrophic respiration across northern temperate and high latitude regions: comparison with measurements of atmospheric carbon dioxide in high latitudes",NA,2000,"ARC"
10044,"Modeling the effects of snowpack on heterotrophic respiration across northern temperate and high latitude regions: comparison with measurements of atmospheric carbon dioxide in high latitudes",NA,2000,"ARC, SGS"
17062,"Modeling subsurface stormflow on steeply sloping forested watersheds.","Water Resources Research",1984,"CWT"
17063,"Modeling subsurface stormflow on steeply sloping forested watersheds.",NA,1984,"CWT"
12022,"Modeling nitrogen saturation in forest ecosystems in response to land use and atmospheric deposition","Ecological Modelling",1997,"HFR, LTER2"
12023,"Modeling nitrogen saturation in forest ecosystems in response to land use and atmospheric deposition",NA,1997,"HBR"
12019,"Modeling leaching as a decomposition process in humid, montane forests","Ecology",1997,"HFR, LTER2"
12020,"Modeling leaching as a decomposition process in humid, montane forests",NA,1997,"HBR"
11429,"Modeled responses of terrestrial ecosystems to elevated atmospheric CO2: A comparison of simulations by the biogeochemistry models of the Vegetation/Ecosystem Modeling and Analysis Project (VEMAP)","Oecologia",1998,"HFR, LTER2"
11430,"Modeled responses of terrestrial ecosystems to elevated atmospheric CO2: A comparison of simulations by the biogeochemistry models of the vegetation/ecosystem modeling and analysis project (VEMAP)",NA,1998,"SGS"
3551,"Modeled effects of precipitation on ecosystem carbon and water dynamics in different climatic zones","Global Change Biology",2008,"SGS"
3552,"Modeled effects of precipitation on ecosystem carbon and water dynamics in different climatic zones",NA,2008,"KNZ"
12559,"Microorganisms",NA,1996,"LUQ"
4393,"Microbial responses to nitrogen addition in three contrasting grassland ecosystems","Oecologia",2007,"KNZ"
4394,"Microbial responses to nitrogen addition in three contrasting grassland ecosystems",NA,2007,"SEV"
6953,"Microbial community composition across the Great Plains: Landscape versus regional variability","Soil Science Society of America Journal",2004,"SGS"
6954,"Microbial community composition across the Great Plains: Landscape versus regional variability",NA,2004,"KNZ"
13061,"Microbial activity of tundra and taiga soils at sub-zero temperatures","Soil Biology \& Biochemistry",1995,"BNZ"
13062,"Microbial activity of tundra and taiga soils at sub-zero temperatures",NA,1995,"ARC"
15656,"Microarthropods in decaying wood from temperate coniferous and deciduous forests","Pedobiologia",1989,"AND, community structure"
15657,"Microarthropods in decaying wood from temperate coniferous and deciduous forests",NA,1989,"KNZ"
8542,"Micro-organisms",NA,2002,"SEV"
13058,"Methane emissions to the atmosphere through emergent cattail (Typha latifolia L.) plants",NA,1995,"KNZ"
15653,"Methane emissions to the atmosphere through emergent cattail (Typha latifolia L.) plants","Tellus",1989,"KNZ"
486,"Metabolic costs of larval settlement and metamorphosis in the coral Seriatopora caliendrum under ambient and elevated pCO2.",NA,2013,"disturbance, MCR, metabolic cost, metamorphosis, population, recruits, respiration, scleractinia"
487,"Metabolic costs of larval settlement and metamorphosis in the coral Seriatopora caliendrum under ambient and elevated pCO2.","Journal of Experimental Marine Biology and Ecology",2013,"disturbance, MCR, metabolic cost, metamorphosis, population, recruits, respiration, scleractinia"
1983,"Merged satellite ocean color data products using a bio-optical model: characteristics, benefits and issues.",NA,2010,"MCR, primary production, SBC"
1984,"Merged satellite ocean color data products using a bio-optical model: Characteristics, benefits and issues",NA,2010,"SBC"
17437,"Mechanisms controlling the organic chemistry of Bear Brook, New Hampshire",NA,1982,"HBR"
17438,"Mechanisms controlling the organic chemistry of Bear Brook, New Hampshire","Bull. Ecol. Soc. Amer.",1982,"HBR"
10708,"Measuring decomposition, nutrient turnover, and stores in plant litter",NA,1999,"AND, decomposition"
10709,"Measuring decomposition, nutrient turnover and stores in plant litter",NA,1999,"HFR, LTER2"
10710,"Measuring decomposition, nutrient turnover and stores in plant litter",NA,1999,"KNZ"
13545,"McMurdo LTER: Paleolimnology of Taylor Valley, Antarctica","Antarctic Journal of the U.S.",1994,"MCM"
13546,"McMurdo LTER: Paleolimnology of Taylor Valley, Antarctica",NA,1994,"MCM"
14468,"Mass loss and nitrogen dynamics of decaying litter of grasslands: the apparent low nitrogen immobilization potential of root detritus","Canadian Journal of Botany",1992,"KNZ, SGS"
14469,"Mass loss and nitrogen dynamics of decaying litter of grasslands:  the apparent low nitrogen immobilization potential of root detritus",NA,1992,"SGS"
10698,"Managing Data from Multiple Disciplines, Scales, and Sites to Support Synthesis and Modeling",NA,1999,"KNZ"
10697,"Managing data from multiple disciplines, scales, and sites to support synthesis and modeling","Remote Sensing of Environment",1999,"AND, CAP, information, KNZ, VCR"
10699,"Managing data from multiple disciplines, scales, and sites to support synthesis and modeling",NA,1999,"AND, information systems, KNZ"
6939,"Macroalgal distribution patterns and ecological performances in a tidal coastal lagoon, with emphasis on the non-indigenous Codium fragile ssp. tomentosoides.",NA,2004,"VCR"
7765,"Macroalgal distribution patterns and ecological performances in a tidal  coastal lagoon, with emphasis on the non-indigenous Codium fragile ssp.  tomentosoides",NA,2003,"biodiversity, biomechanics, disturbance, elevation, gradient, invasive species, lagoon, light, macroalgae, nutrient cycling, nutrients, primary productivity, VCR"
6140,"Loss of foundation species: consequences for the structure and dynamics of forested ecosystems.",NA,2005,"CWT"
6139,"Loss of foundation species: consequences for the structure and dynamics of forested ecosystems","Frontiers in Ecology and the Environment",2005,"AND, CWT, disturbance"
1354,"Long term ecological research and information management","Ecological Informatics",2011,"VCR"
1355,"Long term ecological research and information management",NA,2011,"SEV"
476,"Long-term trends in production, abundance, and richness of plants and animals",NA,2013,"CCE"
1366,"Long-term trends in production, abundance, and richness of plants and animals",NA,2011,"SEV"
474,"Long-term trends in human demography and economy across sites",NA,2013,"CCE"
1364,"Long-term trends in human demography and economy across sites",NA,2011,"SEV"
1363,"Long-term trends in ecological systems: An introduction to cross-site comparisons and relevance to global change studies",NA,2011,"SEV"
473,"Long-term trends in ecological systems: an introduction to cross-site comparisons and relevance to global change studies",NA,2013,"CCE"
472,"Long-Term Trends in Ecological Systems: A Basis for Understanding Responses to Global Change",NA,2013,"CCE"
